CNAE,DESCRIÇÃO,SEÇÃO,DIVISÃO,GRUPO
5510,Hotéis e similares,ALOJAMENTO E ALIMENTAÇÃO,ALOJAMENTO,Hotéis e similares
5590,Outros tipos de alojamento não especificados anteriormente,ALOJAMENTO E ALIMENTAÇÃO,ALOJAMENTO,Outros tipos de alojamento não especificados anteriormente
5611,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,ALOJAMENTO E ALIMENTAÇÃO,ALIMENTAÇÃO,Restaurantes e outros serviços de alimentação e bebidas
5612,Serviços ambulantes de alimentação,ALOJAMENTO E ALIMENTAÇÃO,ALIMENTAÇÃO,Restaurantes e outros serviços de alimentação e bebidas
5620,"Serviços de catering, bufê e outros serviços de comida preparada",ALOJAMENTO E ALIMENTAÇÃO,ALIMENTAÇÃO,"Serviços de catering, bufê e outros serviços de comida preparada"
5811,Edição de livros,INFORMAÇÃO E COMUNICAÇÃO,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,"Edição de livros, jornais, revistas e outras atividades de edição"
5812,Edição de jornais,INFORMAÇÃO E COMUNICAÇÃO,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,"Edição de livros, jornais, revistas e outras atividades de edição"
5813,Edição de revistas,INFORMAÇÃO E COMUNICAÇÃO,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,"Edição de livros, jornais, revistas e outras atividades de edição"
5819,"Edição de cadastros, listas e outros produtos gráficos",INFORMAÇÃO E COMUNICAÇÃO,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,"Edição de livros, jornais, revistas e outras atividades de edição"
5821,Edição integrada à impressão de livros,INFORMAÇÃO E COMUNICAÇÃO,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,"Edição integrada à impressão de livros, jornais, revistas e outras publicações"
5822,Edição integrada à impressão de jornais,INFORMAÇÃO E COMUNICAÇÃO,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,"Edição integrada à impressão de livros, jornais, revistas e outras publicações"
5823,Edição integrada à impressão de revistas,INFORMAÇÃO E COMUNICAÇÃO,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,"Edição integrada à impressão de livros, jornais, revistas e outras publicações"
5829,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos",INFORMAÇÃO E COMUNICAÇÃO,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,"Edição integrada à impressão de livros, jornais, revistas e outras publicações"
5911,"Atividades de produção cinematográfica, de vídeos e de programas de televisão",INFORMAÇÃO E COMUNICAÇÃO,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA","Atividades cinematográficas, produção de vídeos e de programas de televisão"
5912,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão",INFORMAÇÃO E COMUNICAÇÃO,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA","Atividades cinematográficas, produção de vídeos e de programas de televisão"
5913,"Distribuição cinematográfica, de vídeo e de programas de televisão",INFORMAÇÃO E COMUNICAÇÃO,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA","Atividades cinematográficas, produção de vídeos e de programas de televisão"
5914,Atividades de exibição cinematográfica,INFORMAÇÃO E COMUNICAÇÃO,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA","Atividades cinematográficas, produção de vídeos e de programas de televisão"
5920,Atividades de gravação de som e de edição de música,INFORMAÇÃO E COMUNICAÇÃO,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA",Atividades de gravação de som e de edição de música
6010,Atividades de rádio,INFORMAÇÃO E COMUNICAÇÃO,ATIVIDADES DE RÁDIO E DE TELEVISÃO,Atividades de rádio
6021,Atividades de televisão aberta,INFORMAÇÃO E COMUNICAÇÃO,ATIVIDADES DE RÁDIO E DE TELEVISÃO,Atividades de televisão
6022,Programadoras e atividades relacionadas à televisão por assinatura,INFORMAÇÃO E COMUNICAÇÃO,ATIVIDADES DE RÁDIO E DE TELEVISÃO,Atividades de televisão
6110,Telecomunicações por fio,INFORMAÇÃO E COMUNICAÇÃO,TELECOMUNICAÇÕES,Telecomunicações por fio
6120,Telecomunicações sem fio,INFORMAÇÃO E COMUNICAÇÃO,TELECOMUNICAÇÕES,Telecomunicações sem fio
6130,Telecomunicações por satélite,INFORMAÇÃO E COMUNICAÇÃO,TELECOMUNICAÇÕES,Telecomunicações por satélite
6141,Operadoras de televisão por assinatura por cabo,INFORMAÇÃO E COMUNICAÇÃO,TELECOMUNICAÇÕES,Operadoras de televisão por assinatura
6142,Operadoras de televisão por assinatura por microondas,INFORMAÇÃO E COMUNICAÇÃO,TELECOMUNICAÇÕES,Operadoras de televisão por assinatura
6143,Operadoras de televisão por assinatura por satélite,INFORMAÇÃO E COMUNICAÇÃO,TELECOMUNICAÇÕES,Operadoras de televisão por assinatura
6190,Outras atividades de telecomunicações,INFORMAÇÃO E COMUNICAÇÃO,TELECOMUNICAÇÕES,Outras atividades de telecomunicações
6201,Desenvolvimento de programas de computador sob encomenda,INFORMAÇÃO E COMUNICAÇÃO,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,Atividades dos serviços de tecnologia da informação
6202,Desenvolvimento e licenciamento de programas de computador customizáveis,INFORMAÇÃO E COMUNICAÇÃO,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,Atividades dos serviços de tecnologia da informação
6203,Desenvolvimento e licenciamento de programas de computador não-customizáveis,INFORMAÇÃO E COMUNICAÇÃO,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,Atividades dos serviços de tecnologia da informação
6204,Consultoria em tecnologia da informação,INFORMAÇÃO E COMUNICAÇÃO,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,Atividades dos serviços de tecnologia da informação
6209,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",INFORMAÇÃO E COMUNICAÇÃO,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,Atividades dos serviços de tecnologia da informação
6311,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",INFORMAÇÃO E COMUNICAÇÃO,ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO,"Tratamento de dados, hospedagem na internet e outras atividades relacionadas"
6319,"Portais, provedores de conteúdo e outros serviços de informação na internet",INFORMAÇÃO E COMUNICAÇÃO,ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO,"Tratamento de dados, hospedagem na internet e outras atividades relacionadas"
6391,Agências de notícias,INFORMAÇÃO E COMUNICAÇÃO,ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO,Outras atividades de prestação de serviços de informação
6399,Outras atividades de prestação de serviços de informação não especificadas anteriormente,INFORMAÇÃO E COMUNICAÇÃO,ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO,Outras atividades de prestação de serviços de informação
6410,Banco Central,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Banco Central
6421,Bancos comerciais,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Intermediação monetária - depósitos à vista
6422,"Bancos múltiplos, com carteira comercial","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Intermediação monetária - depósitos à vista
6423,Caixas econômicas,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Intermediação monetária - depósitos à vista
6424,Crédito cooperativo,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Intermediação monetária - depósitos à vista
6431,"Bancos múltiplos, sem carteira comercial","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Intermediação não-monetária - outros instrumentos de captação
6432,Bancos de investimento,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Intermediação não-monetária - outros instrumentos de captação
6433,Bancos de desenvolvimento,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Intermediação não-monetária - outros instrumentos de captação
6434,Agências de fomento,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Intermediação não-monetária - outros instrumentos de captação
6435,Crédito imobiliário,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Intermediação não-monetária - outros instrumentos de captação
6436,"Sociedades de crédito, financiamento e investimento - financeiras","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Intermediação não-monetária - outros instrumentos de captação
6437,Sociedades de crédito ao microempreendedor,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Intermediação não-monetária - outros instrumentos de captação
6438,Bancos de câmbio e outras instituições de intermediação não-monetária,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Intermediação não-monetária - outros instrumentos de captação
6440,Arrendamento mercantil,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Arrendamento mercantil
6450,Sociedades de capitalização,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Sociedades de capitalização
6461,Holdings de instituições financeiras,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Atividades de sociedades de participação
6462,Holdings de instituições não-financeiras,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Atividades de sociedades de participação
6463,"Outras sociedades de participação, exceto holdings","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Atividades de sociedades de participação
6470,Fundos de investimento,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Fundos de investimento
6491,Sociedades de fomento mercantil - factoring,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Atividades de serviços financeiros não especificadas anteriormente
6492,Securitização de créditos,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Atividades de serviços financeiros não especificadas anteriormente
6493,Administração de consórcios para aquisição de bens e direitos,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Atividades de serviços financeiros não especificadas anteriormente
6499,Outras atividades de serviços financeiros não especificadas anteriormente,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES DE SERVIÇOS FINANCEIROS,Atividades de serviços financeiros não especificadas anteriormente
6511,Seguros de vida,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",Seguros de vida e não-vida
6512,Seguros não-vida,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",Seguros de vida e não-vida
6520,Seguros-saúde,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",Seguros-saúde
6530,Resseguros,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",Resseguros
6541,Previdência complementar fechada,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",Previdência complementar
6542,Previdência complementar aberta,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",Previdência complementar
6550,Planos de saúde,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",Planos de saúde
6611,Administração de bolsas e mercados de balcão organizados,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",Atividades auxiliares dos serviços financeiros
6612,"Atividades de intermediários em transações de títulos, valores mobiliários e mercadorias","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",Atividades auxiliares dos serviços financeiros
6613,Administração de cartões de crédito,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",Atividades auxiliares dos serviços financeiros
6619,Atividades auxiliares dos serviços financeiros não especificadas anteriormente,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",Atividades auxiliares dos serviços financeiros
6621,Avaliação de riscos e perdas,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde"
6622,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde"
6629,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde"
6630,Atividades de administração de fundos por contrato ou comissão,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",Atividades de administração de fundos por contrato ou comissão
6810,Atividades imobiliárias de imóveis próprios,ATIVIDADES IMOBILIÁRIAS,ATIVIDADES IMOBILIÁRIAS,Atividades imobiliárias de imóveis próprios
6821,"Intermediação na compra, venda e aluguel de imóveis",ATIVIDADES IMOBILIÁRIAS,ATIVIDADES IMOBILIÁRIAS,Atividades imobiliárias por contrato ou comissão
6822,Gestão e administração da propriedade imobiliária,ATIVIDADES IMOBILIÁRIAS,ATIVIDADES IMOBILIÁRIAS,Atividades imobiliárias por contrato ou comissão
6911,"Atividades jurídicas, exceto cartórios","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS","ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",Atividades jurídicas
6912,Cartórios,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS","ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",Atividades jurídicas
6920,"Atividades de contabilidade, consultoria e auditoria contábil e tributária","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS","ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA","Atividades de contabilidade, consultoria e auditoria contábil e tributária"
7010,Sedes de empresas e unidades administrativas locais,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,Sedes de empresas e unidades administrativas locais
7020,Atividades de consultoria em gestão empresarial,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,Atividades de consultoria em gestão empresarial
7111,Serviços de arquitetura,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS,Serviços de arquitetura e engenharia e atividades técnicas relacionadas
7112,Serviços de engenharia,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS,Serviços de arquitetura e engenharia e atividades técnicas relacionadas
7119,Atividades técnicas relacionadas à arquitetura e engenharia,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS,Serviços de arquitetura e engenharia e atividades técnicas relacionadas
7120,Testes e análises técnicas,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS,Testes e análises técnicas
7210,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",PESQUISA E DESENVOLVIMENTO CIENTÍFICO,Pesquisa e desenvolvimento experimental em ciências físicas e naturais
7220,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",PESQUISA E DESENVOLVIMENTO CIENTÍFICO,Pesquisa e desenvolvimento experimental em ciências sociais e humanas
7311,Agências de publicidade,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",PUBLICIDADE E PESQUISA DE MERCADO,Publicidade
7312,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",PUBLICIDADE E PESQUISA DE MERCADO,Publicidade
7319,Atividades de publicidade não especificadas anteriormente,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",PUBLICIDADE E PESQUISA DE MERCADO,Publicidade
7320,Pesquisas de mercado e de opinião pública,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",PUBLICIDADE E PESQUISA DE MERCADO,Pesquisas de mercado e de opinião pública
7410,Design e decoração de interiores,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS","OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",Design e decoração de interiores
7420,Atividades fotográficas e similares,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS","OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",Atividades fotográficas e similares
7490,"Atividades profissionais, científicas e técnicas não especificadas anteriormente","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS","OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS","Atividades profissionais, científicas e técnicas não especificadas anteriormente"
7500,Atividades veterinárias,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",ATIVIDADES VETERINÁRIAS,Atividades veterinárias
7711,Locação de automóveis sem condutor,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS,Locação de meios de transporte sem condutor
7719,"Locação de meios de transporte, exceto automóveis, sem condutor",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS,Locação de meios de transporte sem condutor
7721,Aluguel de equipamentos recreativos e esportivos,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS,Aluguel de objetos pessoais e domésticos
7722,"Aluguel de fitas de vídeo, DVDs e similares",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS,Aluguel de objetos pessoais e domésticos
7723,"Aluguel de objetos do vestuário, jóias e acessórios",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS,Aluguel de objetos pessoais e domésticos
7729,Aluguel de objetos pessoais e domésticos não especificados anteriormente,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS,Aluguel de objetos pessoais e domésticos
7731,Aluguel de máquinas e equipamentos agrícolas sem operador,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS,Aluguel de máquinas e equipamentos sem operador
7732,Aluguel de máquinas e equipamentos para construção sem operador,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS,Aluguel de máquinas e equipamentos sem operador
7733,Aluguel de máquinas e equipamentos para escritório,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS,Aluguel de máquinas e equipamentos sem operador
7739,Aluguel de máquinas e equipamentos não especificados anteriormente,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS,Aluguel de máquinas e equipamentos sem operador
7740,Gestão de ativos intangíveis não-financeiros,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS,Gestão de ativos intangíveis não-financeiros
7810,Seleção e agenciamento de mão-de-obra,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,"SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA",Seleção e agenciamento de mão-de-obra
7820,Locação de mão-de-obra temporária,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,"SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA",Locação de mão-de-obra temporária
7830,Fornecimento e gestão de recursos humanos para terceiros,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,"SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA",Fornecimento e gestão de recursos humanos para terceiros
7911,Agências de viagens,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,"AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS",Agências de viagens e operadores turísticos
7912,Operadores turísticos,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,"AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS",Agências de viagens e operadores turísticos
7990,Serviços de reservas e outros serviços de turismo não especificados anteriormente,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,"AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS",Serviços de reservas e outros serviços de turismo não especificados anteriormente
8011,Atividades de vigilância e segurança privada,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,"ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO","Atividades de vigilância, segurança privada e transporte de valores"
8012,Atividades de transporte de valores,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,"ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO","Atividades de vigilância, segurança privada e transporte de valores"
8020,Atividades de monitoramento de sistemas de segurança,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,"ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO",Atividades de monitoramento de sistemas de segurança
8030,Atividades de investigação particular,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,"ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO",Atividades de investigação particular
